"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","RESIDENCEAREATYPE (CODE)","RESIDENCEAREATYPE (DISPLAY)","RESIDENCEAREATYPE (URL)","Display Value","Numeric","Low","High","Comments"
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","AFR","Africa","","TCD","Chad","","RUR","Rural","","5","5.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","AFR","Africa","","COG","Congo","","RUR","Rural","","6","6.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","AFR","Africa","","GIN","Guinea","","RUR","Rural","","6","6.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","AFR","Africa","","SLE","Sierra Leone","","RUR","Rural","","6","6.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","AFR","Africa","","TCD","Chad","","RUR","Rural","","6","6.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","SEAR","South-East Asia","","NPL","Nepal","","TOTL","Total","","6","6.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","AFR","Africa","","AGO","Angola","","RUR","Rural","","7","7.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","AFR","Africa","","MDG","Madagascar","","RUR","Rural","","7","7.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","AFR","Africa","","MOZ","Mozambique","","RUR","Rural","","7","7.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","AFR","Africa","","MWI","Malawi","","RUR","Rural","","7","7.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","AFR","Africa","","TZA","United Republic of Tanzania","","RUR","Rural","","7","7.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","AFR","Africa","","CAF","Central African Republic","","RUR","Rural","","8","8.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","AFR","Africa","","GNB","Guinea-Bissau","","RUR","Rural","","8","8.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","AFR","Africa","","MDG","Madagascar","","TOTL","Total","","8","8.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","AFR","Africa","","MWI","Malawi","","RUR","Rural","","8","8.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","AFR","Africa","","MWI","Malawi","","RUR","Rural","","8","8.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","AFR","Africa","","CIV","Côte d'Ivoire","","RUR","Rural","","9","9.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","AFR","Africa","","MRT","Mauritania","","RUR","Rural","","9","9.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","AFR","Africa","","TZA","United Republic of Tanzania","","URB","Urban","","9","9.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","AFR","Africa","","MDG","Madagascar","","RUR","Rural","","10","10.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","AFR","Africa","","MWI","Malawi","","TOTL","Total","","10","10.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","AFR","Africa","","NAM","Namibia","","RUR","Rural","","10","10.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","AFR","Africa","","TCD","Chad","","TOTL","Total","","10","10.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","AFR","Africa","","CAF","Central African Republic","","RUR","Rural","","11","11.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","AFR","Africa","","COD","Democratic Republic of the Congo","","RUR","Rural","","11","11.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","AFR","Africa","","MDG","Madagascar","","RUR","Rural","","11","11.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","AFR","Africa","","SLE","Sierra Leone","","TOTL","Total","","11","11.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","AFR","Africa","","TGO","Togo","","TOTL","Total","","11","11.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","AFR","Africa","","MDG","Madagascar","","TOTL","Total","","12","12.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","AFR","Africa","","MLI","Mali","","RUR","Rural","","12","12.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","AFR","Africa","","SLE","Sierra Leone","","TOTL","Total","","12","12.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","AFR","Africa","","TZA","United Republic of Tanzania","","URB","Urban","","12","12.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","AFR","Africa","","COG","Congo","","TOTL","Total","","13","13.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","AFR","Africa","","NAM","Namibia","","RUR","Rural","","13","13.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","AFR","Africa","","SLE","Sierra Leone","","TOTL","Total","","13","13.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","SDN","Sudan","","RUR","Rural","","13","13.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","AFR","Africa","","BEN","Benin","","TOTL","Total","","14","14.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","AFR","Africa","","BEN","Benin","","TOTL","Total","","14","14.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","SEAR","South-East Asia","","IND","India","","RUR","Rural","","14","14.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","AFR","Africa","","CAF","Central African Republic","","TOTL","Total","","15","15.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","AFR","Africa","","GNB","Guinea-Bissau","","TOTL","Total","","15","15.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","AFR","Africa","","MDG","Madagascar","","URB","Urban","","15","15.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","AFR","Africa","","GHA","Ghana","","URB","Urban","","16","16.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","AFR","Africa","","NAM","Namibia","","RUR","Rural","","16","16.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","EMR","Eastern Mediterranean","","SDN","Sudan","","RUR","Rural","","16","16.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","AFR","Africa","","BEN","Benin","","URB","Urban","","17","17.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","AFR","Africa","","NAM","Namibia","","RUR","Rural","","17","17.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","SEAR","South-East Asia","","IND","India","","TOTL","Total","","18","18.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","WPR","Western Pacific","","KHM","Cambodia","","URB","Urban","","18","18.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","AFR","Africa","","COG","Congo","","URB","Urban","","19","19.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","AFR","Africa","","ETH","Ethiopia","","URB","Urban","","19","19.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","PNG","Papua New Guinea","","TOTL","Total","","19","19.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","AFR","Africa","","ETH","Ethiopia","","RUR","Rural","","20","20.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","AFR","Africa","","GNB","Guinea-Bissau","","TOTL","Total","","20","20.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","AMR","Americas","","HTI","Haiti","","TOTL","Total","","20","20.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","EMR","Eastern Mediterranean","","PAK","Pakistan","","RUR","Rural","","20","20.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","AFR","Africa","","ETH","Ethiopia","","TOTL","Total","","21","21.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","AFR","Africa","","GIN","Guinea","","URB","Urban","","21","21.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","AFR","Africa","","LSO","Lesotho","","RUR","Rural","","21","21.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","AFR","Africa","","STP","Sao Tome and Principe","","TOTL","Total","","21","21.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","AFR","Africa","","TCD","Chad","","URB","Urban","","21","21.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","AFR","Africa","","CIV","Côte d'Ivoire","","TOTL","Total","","22","22.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","AFR","Africa","","NER","Niger","","URB","Urban","","22","22.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","EMR","Eastern Mediterranean","","AFG","Afghanistan","","RUR","Rural","","22","22.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","WPR","Western Pacific","","KIR","Kiribati","","RUR","Rural","","22","22.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","AFR","Africa","","COM","Comoros","","RUR","Rural","","23","23.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","AFR","Africa","","SLE","Sierra Leone","","URB","Urban","","23","23.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","AFR","Africa","","ETH","Ethiopia","","URB","Urban","","24","24.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","AFR","Africa","","NAM","Namibia","","TOTL","Total","","24","24.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","AMR","Americas","","HTI","Haiti","","TOTL","Total","","24","24.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","SEAR","South-East Asia","","NPL","Nepal","","RUR","Rural","","24","24.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","WPR","Western Pacific","","MNG","Mongolia","","RUR","Rural","","24","24.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","AFR","Africa","","MWI","Malawi","","URB","Urban","","25","25.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","KIR","Kiribati","","RUR","Rural","","25","25.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","AFR","Africa","","LBR","Liberia","","URB","Urban","","26","26.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","AFR","Africa","","TCD","Chad","","URB","Urban","","26","26.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","AFR","Africa","","TGO","Togo","","URB","Urban","","26","26.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","EMR","Eastern Mediterranean","","AFG","Afghanistan","","URB","Urban","","26","26.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","EMR","Eastern Mediterranean","","MAR","Morocco","","RUR","Rural","","26","26.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","AFR","Africa","","BWA","Botswana","","RUR","Rural","","27","27.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","AFR","Africa","","CMR","Cameroon","","RUR","Rural","","27","27.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","AFR","Africa","","ETH","Ethiopia","","URB","Urban","","27","27.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","AFR","Africa","","NER","Niger","","URB","Urban","","27","27.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","AFR","Africa","","GIN","Guinea","","URB","Urban","","28","28.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","AFR","Africa","","NGA","Nigeria","","TOTL","Total","","28","28.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","LAO","Lao People's Democratic Republic","","TOTL","Total","","28","28.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","SLB","Solomon Islands","","TOTL","Total","","28","28.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","AFR","Africa","","KEN","Kenya","","RUR","Rural","","29","29.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","AMR","Americas","","PER","Peru","","RUR","Rural","","29","29.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","AFR","Africa","","COD","Democratic Republic of the Congo","","URB","Urban","","30","30.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","AFR","Africa","","NGA","Nigeria","","TOTL","Total","","30","30.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","AFR","Africa","","RWA","Rwanda","","TOTL","Total","","30","30.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","AFR","Africa","","SEN","Senegal","","RUR","Rural","","30","30.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","SEAR","South-East Asia","","IND","India","","TOTL","Total","","30","30.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","AFR","Africa","","COD","Democratic Republic of the Congo","","TOTL","Total","","31","31.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","AFR","Africa","","COD","Democratic Republic of the Congo","","URB","Urban","","31","31.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","AFR","Africa","","UGA","Uganda","","RUR","Rural","","31","31.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","LAO","Lao People's Democratic Republic","","RUR","Rural","","31","31.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","AFR","Africa","","GAB","Gabon","","RUR","Rural","","32","32.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","AFR","Africa","","UGA","Uganda","","URB","Urban","","32","32.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","EMR","Eastern Mediterranean","","YEM","Yemen","","TOTL","Total","","32","32.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","AFR","Africa","","NER","Niger","","URB","Urban","","33","33.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","AFR","Africa","","ZWE","Zimbabwe","","RUR","Rural","","33","33.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","SEAR","South-East Asia","","BGD","Bangladesh","","TOTL","Total","","33","33.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","SEAR","South-East Asia","","TLS","Timor-Leste","","RUR","Rural","","33","33.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","AFR","Africa","","GNB","Guinea-Bissau","","URB","Urban","","34","34.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","AFR","Africa","","ZMB","Zambia","","RUR","Rural","","34","34.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","AFR","Africa","","LSO","Lesotho","","URB","Urban","","35","35.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","AMR","Americas","","MEX","Mexico","","RUR","Rural","","35","35.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","AMR","Americas","","NIC","Nicaragua","","RUR","Rural","","35","35.00000","","",""
